[0;32mI (13) boot: ESP-IDF v5.1-beta1-378-gea5e0ff298-dirt 2nd stage bootloader[0m
[0;32mI (13) boot: compile time Jun  7 2023 07:48:23[0m
[0;32mI (15) boot: Multicore bootloader[0m
[0;32mI (19) boot: chip revision: v3.1[0m
[0;32mI (23) boot.esp32: SPI Speed      : 40MHz[0m
[0;32mI (27) boot.esp32: SPI Mode       : DIO[0m
[0;32mI (32) boot.esp32: SPI Flash Size : 4MB[0m
[0;32mI (36) boot: Enabling RNG early entropy source...[0m
[0;32mI (42) boot: Partition Table:[0m
[0;32mI (45) boot: ## Label            Usage          Type ST Offset   Length[0m
[0;32mI (53) boot:  0 nvs              WiFi data        01 02 00009000 00006000[0m
[0;32mI (60) boot:  1 phy_init         RF data          01 01 0000f000 00001000[0m
[0;32mI (67) boot:  2 factory          factory app      00 00 00010000 003f0000[0m
[0;32mI (75) boot: End of partition table[0m
[0;32mI (79) esp_image: segment 0: paddr=00010020 vaddr=3f400020 size=0b144h ( 45380) map[0m
[0;32mI (104) esp_image: segment 1: paddr=0001b16c vaddr=3ffb0000 size=01f6ch (  8044) load[0m
[0;32mI (108) esp_image: segment 2: paddr=0001d0e0 vaddr=40080000 size=013f4h (  5108) load[0m
[0;32mI (112) esp_image: segment 3: paddr=0001e4dc vaddr=00000000 size=01b3ch (  6972) [0m
[0;32mI (121) esp_image: segment 4: paddr=00020020 vaddr=400d0020 size=109ech ( 68076) map[0m
[0;32mI (152) boot: Loaded app from partition at offset 0x10000[0m
[0;32mI (152) boot: Disabling RNG early entropy source...[0m
tap_trace,ms,tap_src,seq,cand,jerk,int1,int2,pgood,batt_pct,gx,gy,gz,ax,ay,az
tap_trace,46430,0x00,0,0,83,0,0,-1,100,0,0,0,210,-365,16589
tap_trace,46488,0x00,0,0,46,0,0,-1,100,0,0,0,198,-336,16591
tap_trace,46544,0x00,0,0,116,0,0,-1,100,0,0,0,193,-329,16603
tap_trace,46601,0x00,0,0,103,0,0,-1,100,0,0,0,203,-375,16620
tap_trace,46657,0x00,0,0,120,0,0,-1,100,0,0,0,208,-305,16567
tap_trace,46713,0x00,0,0,107,0,0,-1,100,0,0,0,203,-312,16576
tap_trace,46771,0x00,0,0,60,0,0,-1,100,0,0,0,188,-310,16571
tap_trace,46827,0x00,0,0,72,0,0,-1,100,0,0,0,237,-359,16604
tap_trace,46884,0x00,0,0,62,0,0,-1,100,0,0,0,228,-369,16627
tap_trace,46940,0x00,0,0,271,0,0,-1,100,0,0,0,75,-457,16389
tap_trace,46996,0x00,0,0,219,0,0,-1,100,0,0,0,225,-337,16579
tap_trace,47054,0x00,0,0,41,0,0,-1,100,0,0,0,210,-322,16602
tap_trace,47111,0x00,0,0,43,0,0,-1,100,0,0,0,249,-338,16583
tap_trace,47167,0x00,0,0,32,0,0,-1,100,0,0,0,202,-338,16609
tap_trace,47224,0x00,0,0,51,0,0,-1,100,0,0,0,249,-304,16587
tap_trace,47280,0x00,0,0,90,0,0,-1,100,0,0,0,185,-360,16608
tap_trace,47338,0x00,0,0,30,0,0,-1,100,0,0,0,238,-376,16577
tap_trace,47394,0x00,0,0,16,0,0,-1,100,0,0,0,218,-311,16558
tap_trace,47450,0x00,0,0,14,0,0,-1,100,0,0,0,222,-368,16570
tap_trace,47507,0x00,0,0,53,0,0,-1,100,0,0,0,192,-322,16586
tap_trace,47563,0x00,0,0,45,0,0,-1,100,0,0,0,241,-318,16596
tap_trace,47621,0x00,0,0,26,0,0,-1,100,0,0,0,207,-332,16612
tap_trace,47677,0x00,0,0,63,0,0,-1,100,0,0,0,230,-321,16581
tap_trace,47733,0x00,0,0,53,0,0,-1,100,0,0,0,210,-336,16596
tap_trace,47790,0x00,0,0,39,0,0,-1,100,0,0,0,206,-313,16612
tap_trace,47846,0x00,0,0,84,0,0,-1,100,0,0,0,209,-320,16570
tap_trace,47904,0x00,0,0,80,0,0,-1,100,0,0,0,220,-339,16583
tap_trace,47960,0x00,0,0,19,0,0,-1,100,0,0,0,237,-330,16603
tap_trace,48017,0x00,0,0,88,0,0,-1,100,0,0,0,217,-318,16589
tap_trace,48073,0x00,0,0,91,0,0,-1,100,0,0,0,215,-345,16584
tap_trace,48130,0x00,0,0,95,0,0,-1,100,0,0,0,239,-371,16613
tap_trace,48187,0x00,0,0,50,0,0,-1,100,0,0,0,220,-306,16600
tap_trace,48244,0x00,0,0,71,0,0,-1,100,0,0,0,221,-331,16612
tap_trace,48300,0x00,0,0,84,0,0,-1,100,0,0,0,207,-348,16582
tap_trace,48357,0x00,0,0,46,0,0,-1,100,0,0,0,230,-352,16583
tap_trace,48413,0x00,0,0,44,0,0,-1,100,0,0,0,215,-341,16578
tap_trace,48471,0x00,0,0,32,0,0,-1,100,0,0,0,209,-334,16590
tap_trace,48527,0x00,0,0,52,0,0,-1,100,0,0,0,220,-334,16561
tap_trace,48583,0x00,0,0,42,0,0,-1,100,0,0,0,211,-310,16607
tap_trace,48640,0x00,0,0,109,0,0,-1,100,0,0,0,206,-355,16597
tap_trace,48696,0x00,0,0,131,0,0,-1,100,0,0,0,237,-333,16596
tap_trace,48754,0x00,0,0,67,0,0,-1,100,0,0,0,228,-326,16542
tap_trace,48810,0x00,0,0,46,0,0,-1,100,0,0,0,195,-365,16612
tap_trace,48867,0x00,0,0,50,0,0,-1,100,0,0,0,229,-330,16598
tap_trace,48923,0x00,0,0,40,0,0,-1,100,0,0,0,201,-290,16580
tap_trace,48979,0x00,0,0,48,0,0,-1,100,0,0,0,188,-341,16610
tap_trace,49037,0x00,0,0,94,0,0,-1,100,0,0,0,219,-317,16597
tap_trace,49094,0x00,0,0,76,0,0,-1,100,0,0,0,200,-345,16608
tap_trace,49150,0x00,0,0,49,0,0,-1,100,0,0,0,170,-348,16596
tap_trace,49206,0x00,0,0,33,0,0,-1,100,0,0,0,203,-349,16607
tap_trace,49263,0x00,0,0,36,0,0,-1,100,0,0,0,217,-345,16584
tap_trace,49321,0x00,0,0,67,0,0,-1,100,0,0,0,222,-350,16614
tap_trace,49377,0x00,0,0,62,0,0,-1,100,0,0,0,234,-316,16594
tap_trace,49433,0x00,0,0,54,0,0,-1,100,0,0,0,216,-314,16598
tap_trace,49490,0x00,0,0,23,0,0,-1,100,0,0,0,214,-331,16600
tap_trace,49546,0x00,0,0,73,0,0,-1,100,0,0,0,240,-346,16585
tap_trace,49604,0x00,0,0,140,0,0,-1,100,0,0,0,231,-295,16595
tap_trace,49660,0x00,0,0,89,0,0,-1,100,0,0,0,222,-349,16605
tap_trace,49717,0x00,0,0,32,0,0,-1,100,0,0,0,246,-336,16607
tap_trace,49773,0x00,0,0,95,0,0,-1,100,0,0,0,191,-296,16623
tap_trace,49829,0x00,0,0,69,0,0,-1,100,0,0,0,239,-354,16618
tap_trace,49887,0x00,0,0,87,0,0,-1,100,0,0,0,214,-327,16670
tap_trace,49944,0x00,0,0,190,0,0,-1,100,0,0,0,131,-351,16731
tap_trace,50000,0x00,0,0,329,0,0,-1,100,0,0,0,243,-307,16465
tap_trace,50056,0x00,0,0,227,0,0,-1,100,0,0,0,253,-301,16506
tap_trace,50113,0x00,0,0,358,0,0,-1,100,0,0,0,244,-302,16582
tap_trace,50171,0x00,0,0,295,0,0,-1,100,0,0,0,222,-323,16574
tap_trace,50227,0x00,0,0,33,0,0,-1,100,0,0,0,227,-329,16568
tap_trace,50283,0x00,0,0,72,0,0,-1,100,0,0,0,271,-317,16567
tap_trace,50340,0x00,0,0,85,0,0,-1,100,0,0,0,223,-360,16642
tap_trace,50396,0x00,0,0,116,0,0,-1,100,0,0,0,266,-300,16575
tap_trace,50454,0x00,0,0,86,0,0,-1,100,0,0,0,258,-297,16605
tap_trace,50510,0x00,0,0,162,0,0,-1,100,0,0,0,204,-354,16610
tap_trace,50567,0x00,0,0,143,0,0,-1,100,0,0,0,239,-358,16613
tap_trace,50623,0x00,0,0,83,0,0,-1,100,0,0,0,260,-281,16588
tap_trace,50680,0x00,0,0,33,0,0,-1,100,0,0,0,230,-320,16592
tap_trace,50737,0x00,0,0,53,0,0,-1,100,0,0,0,224,-317,16619
tap_trace,50794,0x00,0,0,127,0,0,-1,100,0,0,0,201,-349,16565
tap_trace,50850,0x00,0,0,92,0,0,-1,100,0,0,0,193,-327,16590
tap_trace,50907,0x00,0,0,119,0,0,-1,100,0,0,0,303,-331,16583
tap_trace,50963,0x00,0,0,111,0,0,-1,100,0,0,0,200,-325,16586
tap_trace,51021,0x00,0,0,95,0,0,-1,100,0,0,0,225,-326,16599
tap_trace,51078,0x00,0,0,53,0,0,-1,100,0,0,0,220,-318,16596
tap_trace,51134,0x00,0,0,125,0,0,-1,100,0,0,0,248,-327,16567
tap_trace,51190,0x00,0,0,99,0,0,-1,100,0,0,0,266,-309,16568
tap_trace,51247,0x00,0,0,68,0,0,-1,100,0,0,0,222,-325,16524
tap_trace,51305,0x00,0,0,39,0,0,-1,100,0,0,0,201,-328,16592
tap_trace,51361,0x00,0,0,117,0,0,-1,100,0,0,0,239,-304,16599
tap_trace,51417,0x00,0,0,150,0,0,-1,100,0,0,0,206,-325,16604
tap_trace,51474,0x00,0,0,264,0,0,-1,100,0,0,0,264,-327,16632
tap_trace,51530,0x00,0,0,265,0,0,-1,100,0,0,0,249,-321,16628
tap_trace,51588,0x00,0,0,79,0,0,-1,100,0,0,0,222,-330,16600
tap_trace,51645,0x00,0,0,99,0,0,-1,100,0,0,0,252,-349,16587
tap_trace,51701,0x00,0,0,43,0,0,-1,100,0,0,0,185,-327,16609
tap_trace,51757,0x00,0,0,41,0,0,-1,100,0,0,0,227,-329,16625
tap_trace,51814,0x00,0,0,60,0,0,-1,100,0,0,0,216,-335,16594
tap_trace,51871,0x00,0,0,36,0,0,-1,100,0,0,0,239,-319,16590
tap_trace,51928,0x00,0,0,67,0,0,-1,100,0,0,0,237,-335,16580
tap_trace,51984,0x00,0,0,61,0,0,-1,100,0,0,0,211,-305,16600
tap_trace,52041,0x00,0,0,80,0,0,-1,100,0,0,0,258,-326,16589
tap_trace,52097,0x00,0,0,81,0,0,-1,100,0,0,0,240,-301,16592
tap_trace,52155,0x00,0,0,73,0,0,-1,100,0,0,0,205,-292,16601
tap_trace,52211,0x00,0,0,57,0,0,-1,100,0,0,0,239,-317,16589
tap_trace,52267,0x00,0,0,103,0,0,-1,100,0,0,0,240,-317,16573
tap_trace,52324,0x00,0,0,66,0,0,-1,100,0,0,0,199,-300,16552
tap_trace,52380,0x00,0,0,85,0,0,-1,100,0,0,0,258,-318,16600
tap_trace,52438,0x00,0,0,105,0,0,-1,100,0,0,0,253,-313,16609
tap_trace,52494,0x00,0,0,106,0,0,-1,100,0,0,0,239,-351,16615
tap_trace,52550,0x00,0,0,13,0,0,-1,100,0,0,0,221,-354,16596
tap_trace,52607,0x00,0,0,46,0,0,-1,100,0,0,0,219,-307,16610
tap_trace,52663,0x00,0,0,42,0,0,-1,100,0,0,0,233,-349,16586
tap_trace,52721,0x00,0,0,35,0,0,-1,100,0,0,0,249,-320,16592
tap_trace,52777,0x00,0,0,66,0,0,-1,100,0,0,0,209,-333,16576
tap_trace,52834,0x00,0,0,79,0,0,-1,100,0,0,0,231,-296,16601
tap_trace,52890,0x00,0,0,158,0,0,-1,100,0,0,0,246,-294,16585
tap_trace,52947,0x00,0,0,75,0,0,-1,100,0,0,0,223,-324,16583
tap_trace,53004,0x00,0,0,28,0,0,-1,100,0,0,0,232,-275,16611
tap_trace,53061,0x00,0,0,143,0,0,-1,100,0,0,0,247,-331,16643
tap_trace,53117,0x00,0,0,104,0,0,-1,100,0,0,0,212,-324,16567
tap_trace,53174,0x00,0,0,98,0,0,-1,100,0,0,0,223,-308,16634
tap_trace,53230,0x00,0,0,69,0,0,-1,100,0,0,0,197,-315,16608
tap_trace,53288,0x00,0,0,56,0,0,-1,100,0,0,0,216,-299,16588
tap_trace,53344,0x00,0,0,86,0,0,-1,100,0,0,0,239,-312,16622
tap_trace,53401,0x00,0,0,57,0,0,-1,100,0,0,0,224,-307,16607
tap_trace,53457,0x00,0,0,44,0,0,-1,100,0,0,0,224,-312,16601
tap_trace,53514,0x00,0,0,54,0,0,-1,100,0,0,0,214,-300,16605
tap_trace,53572,0x00,0,0,29,0,0,-1,100,0,0,0,198,-359,16604
tap_trace,53628,0x00,0,0,61,0,0,-1,100,0,0,0,236,-314,16584
tap_trace,53684,0x00,0,0,54,0,0,-1,100,0,0,0,257,-294,16595
tap_trace,53741,0x00,0,0,70,0,0,-1,100,0,0,0,223,-311,16591
tap_trace,53797,0x00,0,0,48,0,0,-1,100,0,0,0,201,-314,16594
tap_trace,53855,0x00,0,0,71,0,0,-1,100,0,0,0,194,-325,16598
tap_trace,53911,0x00,0,0,54,0,0,-1,100,0,0,0,253,-327,16587
tap_trace,53967,0x00,0,0,83,0,0,-1,100,0,0,0,228,-321,16538
tap_trace,54024,0x00,0,0,75,0,0,-1,100,0,0,0,216,-306,16612
tap_trace,54080,0x00,0,0,50,0,0,-1,100,0,0,0,237,-341,16610
tap_trace,54138,0x00,0,0,32,0,0,-1,100,0,0,0,238,-327,16579
tap_trace,54194,0x00,0,0,101,0,0,-1,100,0,0,0,231,-317,16629
tap_trace,54251,0x00,0,0,86,0,0,-1,100,0,0,0,242,-343,16585
tap_trace,54307,0x00,0,0,82,0,0,-1,100,0,0,0,205,-312,16589
tap_trace,54364,0x00,0,0,114,0,0,-1,100,0,0,0,237,-303,16569
tap_trace,54421,0x00,0,0,79,0,0,-1,100,0,0,0,226,-379,16625
tap_trace,54478,0x00,0,0,30,0,0,-1,100,0,0,0,251,-317,16595
tap_trace,54534,0x00,0,0,76,0,0,-1,100,0,0,0,264,-321,16633
tap_trace,54591,0x00,0,0,33,0,0,-1,100,0,0,0,235,-307,16603
tap_trace,54647,0x00,0,0,57,0,0,-1,100,0,0,0,244,-307,16634
tap_trace,54705,0x00,0,0,36,0,0,-1,100,0,0,0,238,-295,16625
tap_trace,54761,0x00,0,0,66,0,0,-1,100,0,0,0,220,-306,16597
tap_trace,54818,0x00,0,0,85,0,0,-1,100,0,0,0,242,-313,16575
tap_trace,54874,0x00,0,0,99,0,0,-1,100,0,0,0,221,-347,16580
tap_trace,54931,0x00,0,0,43,0,0,-1,100,0,0,0,229,-294,16578
tap_trace,54988,0x00,0,0,31,0,0,-1,100,0,0,0,236,-302,16586
tap_trace,55045,0x00,0,0,90,0,0,-1,100,0,0,0,202,-354,16589
tap_trace,55101,0x00,0,0,101,0,0,-1,100,0,0,0,231,-310,16584
tap_trace,55158,0x00,0,0,39,0,0,-1,100,0,0,0,246,-307,16570
tap_trace,55214,0x00,0,0,44,0,0,-1,100,0,0,0,243,-298,16549
tap_trace,55272,0x00,0,0,54,0,0,-1,100,0,0,0,237,-298,16583
tap_trace,55328,0x00,0,0,239,0,0,-1,100,0,0,0,494,-302,16765
tap_trace,55384,0x00,0,0,232,0,0,-1,100,0,0,0,216,-366,16559
tap_trace,55441,0x00,0,0,99,0,0,-1,100,0,0,0,188,-362,16635
tap_trace,55497,0x00,0,0,51,0,0,-1,100,0,0,0,212,-351,16598
tap_trace,55555,0x00,0,0,71,0,0,-1,100,0,0,0,182,-326,16611
tap_trace,55611,0x00,0,0,86,0,0,-1,100,0,0,0,220,-333,16607
tap_trace,55668,0x00,0,0,107,0,0,-1,100,0,0,0,194,-312,16583
tap_trace,55724,0x00,0,0,105,0,0,-1,100,0,0,0,209,-340,16595
tap_trace,55781,0x00,0,0,14,0,0,-1,100,0,0,0,227,-342,16612
tap_trace,55838,0x00,0,0,50,0,0,-1,100,0,0,0,218,-316,16579
tap_trace,55895,0x00,0,0,20,0,0,-1,100,0,0,0,201,-328,16568
tap_trace,55951,0x00,0,0,114,0,0,-1,100,0,0,0,215,-324,16570
tap_trace,56008,0x00,0,0,77,0,0,-1,100,0,0,0,208,-320,16601
tap_trace,56064,0x00,0,0,102,0,0,-1,100,0,0,0,227,-344,16594
tap_trace,56122,0x00,0,0,100,0,0,-1,100,0,0,0,222,-322,16624
tap_trace,56178,0x00,0,0,43,0,0,-1,100,0,0,0,229,-316,16600
tap_trace,56235,0x00,0,0,57,0,0,-1,100,0,0,0,215,-348,16583
tap_trace,56291,0x00,0,0,71,0,0,-1,100,0,0,0,209,-353,16571
tap_trace,56348,0x00,0,0,112,0,0,-1,100,0,0,0,209,-337,16627
tap_trace,56405,0x00,0,0,50,0,0,-1,100,0,0,0,232,-312,16589
tap_trace,56462,0x00,0,0,75,0,0,-1,100,0,0,0,195,-354,16604
tap_trace,56518,0x00,0,0,62,0,0,-1,100,0,0,0,231,-315,16574
tap_trace,56575,0x00,0,0,97,0,0,-1,100,0,0,0,212,-350,16628
tap_trace,56631,0x00,0,0,54,0,0,-1,100,0,0,0,222,-337,16608
tap_trace,56689,0x00,0,0,52,0,0,-1,100,0,0,0,221,-337,16567
tap_trace,56745,0x00,0,0,85,0,0,-1,100,0,0,0,213,-329,16562
tap_trace,56802,0x00,0,0,41,0,0,-1,100,0,0,0,221,-332,16582
tap_trace,56858,0x00,0,0,33,0,0,-1,100,0,0,0,203,-360,16597
tap_trace,56914,0x00,0,0,46,0,0,-1,100,0,0,0,219,-312,16589
tap_trace,56972,0x00,0,0,89,0,0,-1,100,0,0,0,238,-331,16591
tap_trace,57029,0x00,0,0,53,0,0,-1,100,0,0,0,187,-332,16580
tap_trace,57085,0x00,0,0,46,0,0,-1,100,0,0,0,227,-335,16577
tap_trace,57141,0x00,0,0,15,0,0,-1,100,0,0,0,195,-333,16562
tap_trace,57198,0x00,0,0,19,0,0,-1,100,0,0,0,203,-355,16586
tap_trace,57255,0x00,0,0,64,0,0,-1,100,0,0,0,207,-316,16591
tap_trace,57312,0x00,0,0,79,0,0,-1,100,0,0,0,206,-325,16608
tap_trace,57368,0x00,0,0,55,0,0,-1,100,0,0,0,211,-326,16593
tap_trace,57424,0x00,0,0,62,0,0,-1,100,0,0,0,194,-358,16611
tap_trace,57481,0x00,0,0,39,0,0,-1,100,0,0,0,214,-334,16579
tap_trace,57538,0x00,0,0,76,0,0,-1,100,0,0,0,203,-360,16601
tap_trace,57595,0x00,0,0,100,0,0,-1,100,0,0,0,209,-341,16593
tap_trace,57651,0x00,0,0,31,0,0,-1,100,0,0,0,213,-323,16615
tap_trace,57708,0x00,0,0,114,0,0,-1,100,0,0,0,213,-346,16596
tap_trace,57764,0x00,0,0,81,0,0,-1,100,0,0,0,224,-345,16579
tap_trace,57822,0x00,0,0,29,0,0,-1,100,0,0,0,209,-341,16629
tap_trace,57878,0x00,0,0,69,0,0,-1,100,0,0,0,188,-323,16616
tap_trace,57935,0x00,0,0,124,0,0,-1,100,0,0,0,208,-360,16602
tap_trace,57991,0x00,0,0,80,0,0,-1,100,0,0,0,206,-347,16592
tap_trace,58047,0x00,0,0,54,0,0,-1,100,0,0,0,198,-328,16602
tap_trace,58105,0x00,0,0,50,0,0,-1,100,0,0,0,192,-351,16580
tap_trace,58161,0x00,0,0,70,0,0,-1,100,0,0,0,207,-319,16609
tap_trace,58218,0x00,0,0,37,0,0,-1,100,0,0,0,183,-356,16595
tap_trace,58274,0x00,0,0,35,0,0,-1,100,0,0,0,198,-344,16600
tap_trace,58331,0x00,0,0,43,0,0,-1,100,0,0,0,191,-365,16619
tap_trace,58389,0x00,0,0,90,0,0,-1,100,0,0,0,204,-322,16586
tap_trace,58445,0x00,0,0,68,0,0,-1,100,0,0,0,207,-337,16578
tap_trace,58501,0x00,0,0,39,0,0,-1,100,0,0,0,183,-336,16575
tap_trace,58558,0x00,0,0,55,0,0,-1,100,0,0,0,206,-341,16625
tap_trace,58614,0x00,0,0,53,0,0,-1,100,0,0,0,210,-343,16576
tap_trace,58672,0x00,0,0,49,0,0,-1,100,0,0,0,202,-347,16603
tap_trace,58728,0x00,0,0,34,0,0,-1,100,0,0,0,196,-326,16585
tap_trace,58785,0x00,0,0,44,0,0,-1,100,0,0,0,203,-324,16584
tap_trace,58841,0x00,0,0,63,0,0,-1,100,0,0,0,211,-345,16586
tap_trace,58898,0x00,0,0,75,0,0,-1,100,0,0,0,218,-326,16589
tap_trace,58955,0x00,0,0,44,0,0,-1,100,0,0,0,199,-310,16610
tap_trace,59012,0x00,0,0,46,0,0,-1,100,0,0,0,217,-342,16587
tap_trace,59068,0x00,0,0,121,0,0,-1,100,0,0,0,204,-347,16590
tap_trace,59125,0x00,0,0,17,0,0,-1,100,0,0,0,203,-349,16586
tap_trace,59181,0x00,0,0,72,0,0,-1,100,0,0,0,205,-326,16602
tap_trace,59239,0x00,0,0,50,0,0,-1,100,0,0,0,206,-334,16639
tap_trace,59295,0x00,0,0,54,0,0,-1,100,0,0,0,214,-348,16600
tap_trace,59351,0x00,0,0,59,0,0,-1,100,0,0,0,189,-323,16575
tap_trace,59408,0x00,0,0,26,0,0,-1,100,0,0,0,226,-342,16589
tap_trace,59464,0x00,0,0,34,0,0,-1,100,0,0,0,211,-358,16581
tap_trace,59522,0x00,0,0,28,0,0,-1,100,0,0,0,209,-338,16622
tap_trace,59578,0x00,0,0,84,0,0,-1,100,0,0,0,173,-356,16616
tap_trace,59635,0x00,0,0,75,0,0,-1,100,0,0,0,179,-347,16572
tap_trace,59691,0x00,0,0,28,0,0,-1,100,0,0,0,190,-326,16579
tap_trace,59747,0x00,0,0,37,0,0,-1,100,0,0,0,217,-338,16587
tap_trace,59805,0x00,0,0,47,0,0,-1,100,0,0,0,205,-347,16607
tap_trace,59862,0x00,0,0,61,0,0,-1,100,0,0,0,219,-330,16584
tap_trace,59918,0x00,0,0,43,0,0,-1,100,0,0,0,191,-320,16582
tap_trace,59974,0x00,0,0,41,0,0,-1,100,0,0,0,233,-348,16579
tap_trace,60031,0x00,0,0,61,0,0,-1,100,0,0,0,202,-344,16605
tap_trace,60089,0x00,0,0,45,0,0,-1,100,0,0,0,239,-331,16591
tap_trace,60145,0x00,0,0,36,0,0,-1,100,0,0,0,210,-312,16573
tap_trace,60201,0x00,0,0,30,0,0,-1,100,0,0,0,199,-350,16594
tap_trace,60258,0x00,0,0,21,0,0,-1,100,0,0,0,224,-368,16575
tap_trace,60314,0x00,0,0,53,0,0,-1,100,0,0,0,216,-361,16585
tap_trace,60372,0x00,0,0,65,0,0,-1,100,0,0,0,213,-330,16587
tap_trace,60428,0x00,0,0,40,0,0,-1,100,0,0,0,217,-367,16582
tap_trace,60485,0x00,0,0,53,0,0,-1,100,0,0,0,185,-324,16561
tap_trace,60541,0x00,0,0,89,0,0,-1,100,0,0,0,213,-341,16623
tap_trace,60598,0x00,0,0,63,0,0,-1,100,0,0,0,206,-353,16591
tap_trace,60655,0x00,0,0,24,0,0,-1,100,0,0,0,204,-353,16600
tap_trace,60712,0x00,0,0,54,0,0,-1,100,0,0,0,196,-367,16586
tap_trace,60768,0x00,0,0,36,0,0,-1,100,0,0,0,198,-353,16604
tap_trace,60825,0x00,0,0,28,0,0,-1,100,0,0,0,207,-341,16631
tap_trace,60881,0x00,0,0,55,0,0,-1,100,0,0,0,190,-323,16604
tap_trace,60939,0x00,0,0,59,0,0,-1,100,0,0,0,203,-321,16607
tap_trace,60995,0x00,0,0,15,0,0,-1,100,0,0,0,215,-333,16618
tap_trace,61052,0x00,0,0,29,0,0,-1,100,0,0,0,212,-338,16620
tap_trace,61108,0x00,0,0,36,0,0,-1,100,0,0,0,205,-344,16596
tap_trace,61165,0x00,0,0,46,0,0,-1,100,0,0,0,218,-339,16607
tap_trace,61222,0x00,0,0,59,0,0,-1,100,0,0,0,220,-338,16584
tap_trace,61279,0x00,0,0,16,0,0,-1,100,0,0,0,214,-338,16599
tap_trace,61335,0x00,0,0,49,0,0,-1,100,0,0,0,203,-333,16582
tap_trace,61392,0x00,0,0,44,0,0,-1,100,0,0,0,218,-343,16601
tap_trace,61448,0x00,0,0,74,0,0,-1,100,0,0,0,222,-342,16593
tap_trace,61506,0x00,0,0,57,0,0,-1,100,0,0,0,203,-315,16582
tap_trace,61562,0x00,0,0,31,0,0,-1,100,0,0,0,216,-347,16566
tap_trace,61619,0x00,0,0,43,0,0,-1,100,0,0,0,199,-321,16593
tap_trace,61675,0x00,0,0,60,0,0,-1,100,0,0,0,218,-342,16582
tap_trace,61731,0x00,0,0,69,0,0,-1,100,0,0,0,219,-336,16594
tap_trace,61789,0x00,0,0,74,0,0,-1,100,0,0,0,205,-320,16604
tap_trace,61846,0x00,0,0,61,0,0,-1,100,0,0,0,194,-324,16595
tap_trace,61902,0x00,0,0,82,0,0,-1,100,0,0,0,237,-335,16615
tap_trace,61959,0x00,0,0,84,0,0,-1,100,0,0,0,193,-331,16596
tap_trace,62015,0x00,0,0,56,0,0,-1,100,0,0,0,210,-351,16587
tap_trace,62073,0x00,0,0,49,0,0,-1,100,0,0,0,212,-350,16601
tap_trace,62129,0x00,0,0,62,0,0,-1,100,0,0,0,222,-337,16600
tap_trace,62185,0x00,0,0,43,0,0,-1,100,0,0,0,228,-350,16577
tap_trace,62242,0x00,0,0,70,0,0,-1,100,0,0,0,225,-345,16597
tap_trace,62298,0x00,0,0,51,0,0,-1,100,0,0,0,201,-336,16574
tap_trace,62356,0x00,0,0,31,0,0,-1,100,0,0,0,200,-341,16570
tap_trace,62412,0x00,0,0,36,0,0,-1,100,0,0,0,220,-332,16570
tap_trace,62469,0x00,0,0,25,0,0,-1,100,0,0,0,215,-350,16569
tap_trace,62525,0x00,0,0,26,0,0,-1,100,0,0,0,233,-345,16624
tap_trace,62582,0x00,0,0,28,0,0,-1,100,0,0,0,183,-330,16594
tap_trace,62639,0x00,0,0,51,0,0,-1,100,0,0,0,191,-327,16626
tap_trace,62696,0x00,0,0,66,0,0,-1,100,0,0,0,206,-321,16625
tap_trace,62752,0x00,0,0,41,0,0,-1,100,0,0,0,204,-308,16603
tap_trace,62809,0x00,0,0,58,0,0,-1,100,0,0,0,198,-312,16607
tap_trace,62865,0x00,0,0,101,0,0,-1,100,0,0,0,220,-330,16590
tap_trace,62923,0x00,0,0,64,0,0,-1,100,0,0,0,203,-353,16597
tap_trace,62980,0x00,0,0,110,0,0,-1,100,0,0,0,183,-331,16588
tap_trace,63036,0x00,0,0,59,0,0,-1,100,0,0,0,194,-347,16564
tap_trace,63092,0x00,0,0,34,0,0,-1,100,0,0,0,200,-324,16611
tap_trace,63149,0x00,0,0,40,0,0,-1,100,0,0,0,218,-340,16601
tap_trace,63207,0x00,0,0,51,0,0,-1,100,0,0,0,218,-322,16622
tap_trace,63263,0x00,0,0,38,0,0,-1,100,0,0,0,215,-325,16609
tap_trace,63320,0x00,0,0,79,0,0,-1,100,0,0,0,179,-369,16595
tap_trace,63376,0x00,0,0,69,0,0,-1,100,0,0,0,171,-351,16592
tap_trace,63432,0x00,0,0,56,0,0,-1,100,0,0,0,195,-331,16599
tap_trace,63490,0x00,0,0,47,0,0,-1,100,0,0,0,204,-334,16603
tap_trace,63546,0x00,0,0,40,0,0,-1,100,0,0,0,216,-308,16611
tap_trace,63603,0x00,0,0,75,0,0,-1,100,0,0,0,169,-364,16581
tap_trace,63659,0x00,0,0,74,0,0,-1,100,0,0,0,221,-362,16587
tap_trace,63716,0x00,0,0,50,0,0,-1,100,0,0,0,191,-354,16620
tap_trace,63773,0x00,0,0,76,0,0,-1,100,0,0,0,188,-344,16586
tap_trace,63830,0x00,0,0,56,0,0,-1,100,0,0,0,228,-360,16592
tap_trace,63886,0x00,0,0,67,0,0,-1,100,0,0,0,202,-357,16619
tap_trace,63943,0x00,0,0,78,0,0,-1,100,0,0,0,241,-347,16586
tap_trace,63999,0x00,0,0,21,0,0,-1,100,0,0,0,214,-352,16593
tap_trace,64057,0x00,0,0,23,0,0,-1,100,0,0,0,217,-334,16596
tap_trace,64113,0x00,0,0,48,0,0,-1,100,0,0,0,219,-329,16615
