[0;32mI (13) boot: ESP-IDF v5.1-beta1-378-gea5e0ff298-dirt 2nd stage bootloader[0m
[0;32mI (13) boot: compile time Jun  7 2023 07:48:23[0m
[0;32mI (15) boot: Multicore bootloader[0m
[0;32mI (19) boot: chip revision: v3.1[0m
[0;32mI (23) boot.esp32: SPI Speed      : 40MHz[0m
[0;32mI (27) boot.esp32: SPI Mode       : DIO[0m
[0;32mI (32) boot.esp32: SPI Flash Size : 4MB[0m
[0;32mI (36) boot: Enabling RNG early entropy source...[0m
[0;32mI (42) boot: Partition Table:[0m
[0;32mI (45) boot: ## Label            Usage          Type ST Offset   Length[0m
[0;32mI (53) boot:  0 nvs              WiFi data        01 02 00009000 00006000[0m
[0;32mI (60) boot:  1 phy_init         RF data          01 01 0000f000 00001000[0m
[0;32mI (67) boot:  2 factory          factory app      00 00 00010000 003f0000[0m
[0;32mI (75) boot: End of partition table[0m
[0;32mI (79) esp_image: segment 0: paddr=00010020 vaddr=3f400020 size=0b144h ( 45380) map[0m
[0;32mI (104) esp_image: segment 1: paddr=0001b16c vaddr=3ffb0000 size=01f6ch (  8044) load[0m
[0;32mI (108) esp_image: segment 2: paddr=0001d0e0 vaddr=40080000 size=013f4h (  5108) load[0m
[0;32mI (112) esp_image: segment 3: paddr=0001e4dc vaddr=00000000 size=01b3ch (  6972) [0m
[0;32mI (121) esp_image: segment 4: paddr=00020020 vaddr=400d0020 size=109ech ( 68076) map[0m
[0;32mI (152) boot: Loaded app from partition at offset 0x10000[0m
[0;32mI (152) boot: Disabling RNG early entropy source...[0m
tap_trace,ms,tap_src,seq,cand,jerk,int1,int2,pgood,batt_pct,gx,gy,gz,ax,ay,az
tap_trace,11116,0x00,0,0,94,0,0,-1,100,0,0,0,196,-335,16624
tap_trace,11172,0x00,0,0,53,0,0,-1,100,0,0,0,214,-350,16632
tap_trace,11229,0x00,0,0,88,0,0,-1,100,0,0,0,189,-336,16610
tap_trace,11285,0x00,0,0,106,0,0,-1,100,0,0,0,227,-346,16612
tap_trace,11343,0x00,0,0,79,0,0,-1,100,0,0,0,188,-313,16583
tap_trace,11400,0x00,0,0,54,0,0,-1,100,0,0,0,183,-328,16566
tap_trace,11456,0x00,0,0,91,0,0,-1,100,0,0,0,223,-364,16614
tap_trace,11512,0x00,0,0,67,0,0,-1,100,0,0,0,202,-329,16584
tap_trace,11569,0x00,0,0,81,0,0,-1,100,0,0,0,207,-355,16615
tap_trace,11627,0x00,0,0,57,0,0,-1,100,0,0,0,220,-325,16604
tap_trace,11683,0x00,0,0,109,0,0,-1,100,0,0,0,210,-346,16570
tap_trace,11739,0x00,0,0,113,0,0,-1,100,0,0,0,194,-346,16620
tap_trace,11796,0x00,0,0,87,0,0,-1,100,0,0,0,220,-322,16578
tap_trace,11852,0x00,0,0,51,0,0,-1,100,0,0,0,212,-349,16603
tap_trace,11910,0x00,0,0,38,0,0,-1,100,0,0,0,230,-321,16587
tap_trace,11966,0x00,0,0,106,0,0,-1,100,0,0,0,214,-323,16576
tap_trace,12023,0x00,0,0,124,0,0,-1,100,0,0,0,219,-351,16605
tap_trace,12079,0x00,0,0,61,0,0,-1,100,0,0,0,202,-324,16607
tap_trace,12136,0x00,0,0,67,0,0,-1,100,0,0,0,210,-330,16633
tap_trace,12193,0x00,0,0,34,0,0,-1,100,0,0,0,196,-330,16610
tap_trace,12250,0x00,0,0,47,0,0,-1,100,0,0,0,233,-316,16618
tap_trace,12306,0x00,0,0,20,0,0,-1,100,0,0,0,204,-364,16588
tap_trace,12363,0x00,0,0,46,0,0,-1,100,0,0,0,216,-315,16585
tap_trace,12419,0x00,0,0,55,0,0,-1,100,0,0,0,194,-336,16554
tap_trace,12477,0x00,0,0,29,0,0,-1,100,0,0,0,230,-328,16584
tap_trace,12533,0x00,0,0,86,0,0,-1,100,0,0,0,151,-328,16595
tap_trace,12590,0x00,0,0,88,0,0,-1,100,0,0,0,202,-335,16610
tap_trace,12646,0x00,0,0,26,0,0,-1,100,0,0,0,171,-334,16583
tap_trace,12703,0x00,0,0,27,0,0,-1,100,0,0,0,206,-336,16585
tap_trace,12761,0x00,0,0,30,0,0,-1,100,0,0,0,226,-318,16589
tap_trace,12817,0x00,0,0,26,0,0,-1,100,0,0,0,205,-323,16567
tap_trace,12873,0x00,0,0,58,0,0,-1,100,0,0,0,195,-339,16601
tap_trace,12930,0x00,0,0,53,0,0,-1,100,0,0,0,216,-354,16590
tap_trace,12986,0x00,0,0,40,0,0,-1,100,0,0,0,215,-380,16612
tap_trace,13044,0x00,0,0,22,0,0,-1,100,0,0,0,186,-312,16609
tap_trace,13101,0x00,0,0,56,0,0,-1,100,0,0,0,221,-351,16585
tap_trace,13157,0x00,0,0,39,0,0,-1,100,0,0,0,231,-332,16633
tap_trace,13213,0x00,0,0,29,0,0,-1,100,0,0,0,207,-345,16592
tap_trace,13270,0x00,0,0,40,0,0,-1,100,0,0,0,212,-350,16602
tap_trace,13327,0x00,0,0,80,0,0,-1,100,0,0,0,199,-335,16585
tap_trace,13384,0x00,0,0,35,0,0,-1,100,0,0,0,197,-330,16579
tap_trace,13440,0x00,0,0,57,0,0,-1,100,0,0,0,205,-338,16586
tap_trace,13497,0x00,0,0,33,0,0,-1,100,0,0,0,174,-313,16571
tap_trace,13553,0x00,0,0,36,0,0,-1,100,0,0,0,211,-345,16593
tap_trace,13611,0x00,0,0,79,0,0,-1,100,0,0,0,227,-324,16598
tap_trace,13667,0x00,0,0,110,0,0,-1,100,0,0,0,197,-334,16621
tap_trace,13724,0x00,0,0,63,0,0,-1,100,0,0,0,211,-350,16585
tap_trace,13780,0x00,0,0,48,0,0,-1,100,0,0,0,237,-328,16600
tap_trace,13836,0x00,0,0,58,0,0,-1,100,0,0,0,215,-376,16574
tap_trace,13894,0x00,0,0,71,0,0,-1,100,0,0,0,216,-326,16584
tap_trace,13950,0x00,0,0,41,0,0,-1,100,0,0,0,188,-341,16557
tap_trace,14007,0x00,0,0,31,0,0,-1,100,0,0,0,182,-350,16566
tap_trace,14063,0x00,0,0,50,0,0,-1,100,0,0,0,218,-329,16587
tap_trace,14120,0x00,0,0,78,0,0,-1,100,0,0,0,179,-330,16622
tap_trace,14178,0x00,0,0,44,0,0,-1,100,0,0,0,228,-333,16583
tap_trace,14234,0x00,0,0,34,0,0,-1,100,0,0,0,185,-330,16588
tap_trace,14291,0x00,0,0,117,0,0,-1,100,0,0,0,181,-356,16612
tap_trace,14347,0x00,0,0,46,0,0,-1,100,0,0,0,194,-352,16570
tap_trace,14403,0x00,0,0,75,0,0,-1,100,0,0,0,192,-340,16610
tap_trace,14461,0x00,0,0,30,0,0,-1,100,0,0,0,215,-337,16604
tap_trace,14517,0x00,0,0,31,0,0,-1,100,0,0,0,201,-353,16584
tap_trace,14574,0x00,0,0,10,0,0,-1,100,0,0,0,218,-327,16616
tap_trace,14630,0x00,0,0,84,0,0,-1,100,0,0,0,174,-330,16592
tap_trace,14687,0x00,0,0,57,0,0,-1,100,0,0,0,195,-335,16579
tap_trace,14744,0x00,0,0,83,0,0,-1,100,0,0,0,205,-350,16598
tap_trace,14801,0x00,0,0,59,0,0,-1,100,0,0,0,185,-333,16580
tap_trace,14857,0x00,0,0,31,0,0,-1,100,0,0,0,205,-342,16592
tap_trace,14914,0x00,0,0,63,0,0,-1,100,0,0,0,228,-345,16592
tap_trace,14970,0x00,0,0,60,0,0,-1,100,0,0,0,200,-339,16582
tap_trace,15028,0x00,0,0,26,0,0,-1,100,0,0,0,222,-343,16620
tap_trace,15084,0x00,0,0,61,0,0,-1,100,0,0,0,207,-345,16613
tap_trace,15141,0x00,0,0,34,0,0,-1,100,0,0,0,191,-326,16596
tap_trace,15197,0x00,0,0,23,0,0,-1,100,0,0,0,206,-395,16599
tap_trace,15254,0x00,0,0,39,0,0,-1,100,0,0,0,198,-336,16551
tap_trace,15311,0x00,0,0,103,0,0,-1,100,0,0,0,177,-327,16594
tap_trace,15368,0x00,0,0,80,0,0,-1,100,0,0,0,247,-331,16606
tap_trace,15424,0x00,0,0,42,0,0,-1,100,0,0,0,196,-311,16604
tap_trace,15481,0x00,0,0,46,0,0,-1,100,0,0,0,228,-368,16628
tap_trace,15537,0x00,0,0,58,0,0,-1,100,0,0,0,213,-340,16594
tap_trace,15595,0x00,0,0,41,0,0,-1,100,0,0,0,203,-324,16554
tap_trace,15651,0x00,0,0,42,0,0,-1,100,0,0,0,204,-349,16592
tap_trace,15708,0x00,0,0,55,0,0,-1,100,0,0,0,202,-309,16601
tap_trace,15764,0x00,0,0,64,0,0,-1,100,0,0,0,181,-347,16611
tap_trace,15821,0x00,0,0,71,0,0,-1,100,0,0,0,203,-316,16600
tap_trace,15879,0x00,0,0,55,0,0,-1,100,0,0,0,243,-344,16590
tap_trace,15935,0x00,0,0,77,0,0,-1,100,0,0,0,216,-327,16612
tap_trace,15991,0x00,0,0,44,0,0,-1,100,0,0,0,178,-343,16601
tap_trace,16048,0x00,0,0,91,0,0,-1,100,0,0,0,198,-368,16603
tap_trace,16104,0x00,0,0,49,0,0,-1,100,0,0,0,219,-335,16593
tap_trace,16162,0x00,0,0,71,0,0,-1,100,0,0,0,201,-355,16612
tap_trace,16218,0x00,0,0,68,0,0,-1,100,0,0,0,220,-341,16590
tap_trace,16275,0x00,0,0,33,0,0,-1,100,0,0,0,209,-323,16592
tap_trace,16331,0x00,0,0,69,0,0,-1,100,0,0,0,210,-336,16602
tap_trace,16388,0x00,0,0,51,0,0,-1,100,0,0,0,257,-337,16536
tap_trace,16445,0x00,0,0,119,0,0,-1,100,0,0,0,127,-344,16581
tap_trace,16502,0x00,0,0,36,0,0,-1,100,0,0,0,211,-316,16594
tap_trace,16558,0x00,0,0,79,0,0,-1,100,0,0,0,208,-339,16564
tap_trace,16615,0x00,0,0,35,0,0,-1,100,0,0,0,197,-287,16615
tap_trace,16671,0x00,0,0,80,0,0,-1,100,0,0,0,231,-356,16604
tap_trace,16729,0x00,0,0,103,0,0,-1,100,0,0,0,179,-355,16588
tap_trace,16785,0x00,0,0,140,0,0,-1,100,0,0,0,208,-306,16602
tap_trace,16842,0x00,0,0,90,0,0,-1,100,0,0,0,235,-355,16579
tap_trace,16898,0x00,0,0,53,0,0,-1,100,0,0,0,226,-307,16599
tap_trace,16954,0x00,0,0,104,0,0,-1,100,0,0,0,207,-337,16591
tap_trace,17012,0x00,0,0,110,0,0,-1,100,0,0,0,218,-380,16603
tap_trace,17069,0x00,0,0,86,0,0,-1,100,0,0,0,210,-303,16597
tap_trace,17125,0x00,0,0,53,0,0,-1,100,0,0,0,213,-331,16588
tap_trace,17181,0x00,0,0,65,0,0,-1,100,0,0,0,221,-344,16629
tap_trace,17238,0x00,0,0,32,0,0,-1,100,0,0,0,200,-329,16622
tap_trace,17295,0x00,0,0,43,0,0,-1,100,0,0,0,198,-348,16603
tap_trace,17352,0x00,0,0,85,0,0,-1,100,0,0,0,221,-337,16576
tap_trace,17408,0x00,0,0,55,0,0,-1,100,0,0,0,222,-347,16615
tap_trace,17465,0x00,0,0,30,0,0,-1,100,0,0,0,190,-354,16594
tap_trace,17521,0x00,0,0,98,0,0,-1,100,0,0,0,239,-333,16613
