[0;32mI (13) boot: ESP-IDF v5.1-beta1-378-gea5e0ff298-dirt 2nd stage bootloader[0m
[0;32mI (13) boot: compile time Jun  7 2023 07:48:23[0m
[0;32mI (15) boot: Multicore bootloader[0m
[0;32mI (19) boot: chip revision: v3.1[0m
[0;32mI (23) boot.esp32: SPI Speed      : 40MHz[0m
[0;32mI (27) boot.esp32: SPI Mode       : DIO[0m
[0;32mI (32) boot.esp32: SPI Flash Size : 4MB[0m
[0;32mI (36) boot: Enabling RNG early entropy source...[0m
[0;32mI (42) boot: Partition Table:[0m
[0;32mI (45) boot: ## Label            Usage          Type ST Offset   Length[0m
[0;32mI (53) boot:  0 nvs              WiFi data        01 02 00009000 00006000[0m
[0;32mI (60) boot:  1 phy_init         RF data          01 01 0000f000 00001000[0m
[0;32mI (67) boot:  2 factory          factory app      00 00 00010000 003f0000[0m
[0;32mI (75) boot: End of partition table[0m
[0;32mI (79) esp_image: segment 0: paddr=00010020 vaddr=3f400020 size=0b168h ( 45416) map[0m
[0;32mI (104) esp_image: segment 1: paddr=0001b190 vaddr=3ffb0000 size=01f6ch (  8044) load[0m
[0;32mI (108) esp_image: segment 2: paddr=0001d104 vaddr=40080000 size=013f4h (  5108) load[0m
[0;32mI (112) esp_image: segment 3: paddr=0001e500 vaddr=00000000 size=01b18h (  6936) [0m
[0;32mI (121) esp_image: segment 4: paddr=00020020 vaddr=400d0020 size=10a9ch ( 68252) map[0m
[0;32mI (152) boot: Loaded app from partition at offset 0x10000[0m
[0;32mI (152) boot: Disabling RNG early entropy source...[0m
tap_trace,ms,tap_src,seq,cand,csrc,jerk,int1,int2,pgood,batt_pct,gx,gy,gz,ax,ay,az
tap_trace,8750,0x00,0,0,0x00,56,0,0,-1,100,0,0,0,247,-262,16568
tap_trace,8806,0x00,0,0,0x00,54,0,0,-1,100,0,0,0,265,-255,16591
tap_trace,8861,0x00,0,0,0x00,26,0,0,-1,100,0,0,0,253,-255,16603
tap_trace,8916,0x00,0,0,0x00,24,0,0,-1,100,0,0,0,250,-262,16613
tap_trace,8973,0x00,0,0,0x00,41,0,0,-1,100,0,0,0,245,-255,16602
tap_trace,9029,0x00,0,0,0x00,61,0,0,-1,100,0,0,0,243,-249,16590
tap_trace,9084,0x00,0,0,0x00,51,0,0,-1,100,0,0,0,270,-255,16584
tap_trace,9140,0x00,0,0,0x00,48,0,0,-1,100,0,0,0,235,-259,16589
tap_trace,9195,0x00,0,0,0x00,52,0,0,-1,100,0,0,0,240,-273,16599
tap_trace,9252,0x00,0,0,0x00,21,0,0,-1,100,0,0,0,228,-248,16596
tap_trace,9308,0x00,0,0,0x00,35,0,0,-1,100,0,0,0,229,-242,16612
tap_trace,9363,0x00,0,0,0x00,56,0,0,-1,100,0,0,0,263,-259,16596
tap_trace,9419,0x00,0,0,0x00,47,0,0,-1,100,0,0,0,284,-270,16611
tap_trace,9474,0x00,0,0,0x00,56,0,0,-1,100,0,0,0,259,-248,16589
tap_trace,9531,0x00,0,0,0x00,63,0,0,-1,100,0,0,0,260,-290,16577
tap_trace,9587,0x00,0,0,0x00,93,0,0,-1,100,0,0,0,254,-264,16611
tap_trace,9642,0x00,0,0,0x00,47,0,0,-1,100,0,0,0,279,-243,16582
tap_trace,9697,0x00,0,0,0x00,45,0,0,-1,100,0,0,0,260,-250,16584
tap_trace,9753,0x00,0,0,0x00,46,0,0,-1,100,0,0,0,20,-238,16596
tap_trace,9810,0x00,0,0,0x00,52,0,0,-1,100,0,0,0,245,-241,16621
tap_trace,9865,0x00,0,0,0x00,82,0,0,-1,100,0,0,0,276,-263,16613
tap_trace,9921,0x00,0,0,0x00,72,0,0,-1,100,0,0,0,267,-269,16574
tap_trace,9976,0x00,0,0,0x00,60,0,0,-1,100,0,0,0,270,-249,16610
tap_trace,10032,0x00,0,0,0x00,41,0,0,-1,100,0,0,0,262,-7,16593
tap_trace,10089,0x00,0,0,0x00,54,0,0,-1,100,0,0,0,8,-279,16592
tap_trace,10144,0x00,0,0,0x00,35,0,0,-1,100,0,0,0,256,-266,16590
tap_trace,10200,0x00,0,0,0x00,36,0,0,-1,100,0,0,0,254,-246,16614
tap_trace,10255,0x00,0,0,0x00,59,0,0,-1,100,0,0,0,254,-258,16585
tap_trace,10311,0x00,0,0,0x00,21,0,0,-1,100,0,0,0,256,-264,16593
tap_trace,10367,0x00,0,0,0x00,246,0,0,-1,100,0,0,0,249,-248,16588
tap_trace,10423,0x00,0,0,0x00,233,0,0,-1,100,0,0,0,499,-252,16571
tap_trace,10478,0x00,0,0,0x00,37,0,0,-1,100,0,0,0,253,-257,16594
tap_trace,10534,0x00,0,0,0x00,34,0,0,-1,100,0,0,0,234,-244,16588
tap_trace,10589,0x00,0,0,0x00,62,0,0,-1,100,0,0,0,258,-267,16600
tap_trace,10646,0x00,0,0,0x00,310,0,0,-1,100,0,0,0,239,-253,16586
tap_trace,10702,0x00,0,0,0x00,262,0,0,-1,100,0,0,0,259,-236,16579
tap_trace,10757,0x00,0,0,0x00,56,0,0,-1,100,0,0,0,284,-244,16609
tap_trace,10813,0x00,0,0,0x00,76,0,0,-1,100,0,0,0,229,-245,16585
tap_trace,10868,0x00,0,0,0x00,53,0,0,-1,100,0,0,0,250,-242,16591
tap_trace,10925,0x00,0,0,0x00,40,0,0,-1,100,0,0,0,266,-250,16607
tap_trace,10981,0x00,0,0,0x00,270,0,0,-1,100,0,0,0,248,-260,16588
tap_trace,11036,0x00,0,0,0x00,273,0,0,-1,100,0,0,0,272,-255,16591
tap_trace,11092,0x00,0,0,0x00,54,0,0,-1,100,0,0,0,248,-260,16592
tap_trace,11147,0x00,0,0,0x00,10,0,0,-1,100,0,0,0,244,-222,16582
tap_trace,11204,0x00,0,0,0x00,42,0,0,-1,100,0,0,0,252,-249,16571
tap_trace,11259,0x00,0,0,0x00,67,0,0,-1,100,0,0,0,233,-254,16599
tap_trace,11315,0x00,0,0,0x00,24,0,0,-1,100,0,0,0,250,-255,16592
tap_trace,11370,0x00,0,0,0x00,14,0,0,-1,100,0,0,0,264,-506,16565
tap_trace,11426,0x00,0,0,0x00,21,0,0,-1,100,0,0,0,270,-244,16580
tap_trace,11483,0x00,0,0,0x00,18,0,0,-1,100,0,0,0,260,-261,16592
tap_trace,11538,0x00,0,0,0x00,55,0,0,-1,100,0,0,0,263,-239,16602
tap_trace,11594,0x00,0,0,0x00,63,0,0,-1,100,0,0,0,252,-261,16573
tap_trace,11649,0x00,0,0,0x00,88,0,0,-1,100,0,0,0,239,-271,16627
tap_trace,11705,0x00,0,0,0x00,65,0,0,-1,100,0,0,0,265,-244,16575
tap_trace,11762,0x00,0,0,0x00,38,0,0,-1,100,0,0,0,268,-271,16565
tap_trace,11817,0x00,0,0,0x00,69,0,0,-1,100,0,0,0,232,-262,16603
tap_trace,11873,0x00,0,0,0x00,30,0,0,-1,100,0,0,0,238,-256,16592
tap_trace,11928,0x00,0,0,0x00,43,0,0,-1,100,0,0,0,265,-246,16595
tap_trace,11983,0x00,0,0,0x00,62,0,0,-1,100,0,0,0,228,-249,16582
tap_trace,12040,0x00,0,0,0x00,30,0,0,-1,100,0,0,0,268,-251,16562
tap_trace,12096,0x00,0,0,0x00,29,0,0,-1,100,0,0,0,222,-239,16596
tap_trace,12151,0x00,0,0,0x00,42,0,0,-1,100,0,0,0,270,-236,16588
tap_trace,12207,0x00,0,0,0x00,48,0,0,-1,100,0,0,0,234,-261,16603
tap_trace,12262,0x00,0,0,0x00,51,0,0,-1,100,0,0,0,268,-232,16606
tap_trace,12319,0x00,0,0,0x00,30,0,0,-1,100,0,0,0,256,-249,16604
tap_trace,12375,0x00,0,0,0x00,25,0,0,-1,100,0,0,0,255,-260,16597
tap_trace,12430,0x00,0,0,0x00,28,0,0,-1,100,0,0,0,248,-268,16565
tap_trace,12486,0x00,0,0,0x00,35,0,0,-1,100,0,0,0,281,-274,16575
tap_trace,12541,0x00,0,0,0x00,94,0,0,-1,100,0,0,0,250,-265,16585
tap_trace,12598,0x00,0,0,0x00,93,0,0,-1,100,0,0,0,288,-261,16607
tap_trace,12653,0x00,0,0,0x00,57,0,0,-1,100,0,0,0,267,-246,16585
tap_trace,12709,0x00,0,0,0x00,44,0,0,-1,100,0,0,0,259,-251,16596
tap_trace,12764,0x00,0,0,0x00,40,0,0,-1,100,0,0,0,247,-246,16597
tap_trace,12820,0x00,0,0,0x00,7,0,0,-1,100,0,0,0,272,-238,16595
tap_trace,12877,0x00,0,0,0x00,51,0,0,-1,100,0,0,0,242,-249,16603
tap_trace,12932,0x00,0,0,0x00,61,0,0,-1,100,0,0,0,276,-238,16581
tap_trace,12988,0x00,0,0,0x00,7,0,0,-1,100,0,0,0,247,-265,16600
tap_trace,13043,0x00,0,0,0x00,64,0,0,-1,100,0,0,0,252,-261,16586
tap_trace,13099,0x00,0,0,0x00,40,0,0,-1,100,0,0,0,246,-251,16569
tap_trace,13156,0x00,0,0,0x00,43,0,0,-1,100,0,0,0,251,-262,16593
tap_trace,13211,0x00,0,0,0x00,40,0,0,-1,100,0,0,0,261,-238,16626
tap_trace,13267,0x00,0,0,0x00,47,0,0,-1,100,0,0,0,260,-272,16603
tap_trace,13322,0x00,0,0,0x00,72,0,0,-1,100,0,0,0,279,-270,16585
tap_trace,13378,0x00,0,0,0x00,54,0,0,-1,100,0,0,0,251,-270,16614
tap_trace,13434,0x00,0,0,0x00,56,0,0,-1,100,0,0,0,250,-245,16583
tap_trace,13490,0x00,0,0,0x00,119,0,0,-1,100,0,0,0,268,-287,16603
tap_trace,13545,0x00,0,0,0x00,83,0,0,-1,100,0,0,0,247,-251,16582
tap_trace,13601,0x00,0,0,0x00,45,0,0,-1,100,0,0,0,257,-225,16576
tap_trace,13656,0x00,0,0,0x00,45,0,0,-1,100,0,0,0,235,-264,16551
tap_trace,13713,0x00,0,0,0x00,49,0,0,-1,100,0,0,0,259,-246,16585
tap_trace,13769,0x00,0,0,0x00,51,0,0,-1,100,0,0,0,274,-261,16582
tap_trace,13824,0x00,0,0,0x00,29,0,0,-1,100,0,0,0,228,-269,16571
tap_trace,13880,0x00,0,0,0x00,45,0,0,-1,100,0,0,0,278,-244,16612
tap_trace,13935,0x00,0,0,0x00,90,0,0,-1,100,0,0,0,273,-258,16600
tap_trace,13992,0x00,0,0,0x00,87,0,0,-1,100,0,0,0,280,-240,16616
tap_trace,14048,0x00,0,0,0x00,18,0,0,-1,100,0,0,0,269,-260,16601
tap_trace,14103,0x00,0,0,0x00,43,0,0,-1,100,0,0,0,261,-278,16608
tap_trace,14159,0x00,0,0,0x00,69,0,0,-1,100,0,0,0,240,-239,16590
tap_trace,14214,0x00,0,0,0x00,53,0,0,-1,100,0,0,0,263,-247,16601
tap_trace,14271,0x00,0,0,0x00,54,0,0,-1,100,0,0,0,256,-257,16554
tap_trace,14326,0x00,0,0,0x00,18,0,0,-1,100,0,0,0,261,-268,16586
tap_trace,14382,0x00,0,0,0x00,36,0,0,-1,100,0,0,0,261,-245,16614
tap_trace,14437,0x00,0,0,0x00,64,0,0,-1,100,0,0,0,238,-251,16592
tap_trace,14493,0x00,0,0,0x00,43,0,0,-1,100,0,0,0,507,-258,16576
tap_trace,14550,0x00,0,0,0x00,39,0,0,-1,100,0,0,0,233,-245,16577
tap_trace,14605,0x00,0,0,0x00,11,0,0,-1,100,0,0,0,256,-228,16603
tap_trace,14661,0x00,0,0,0x00,57,0,0,-1,100,0,0,0,246,-272,16588
tap_trace,14716,0x00,0,0,0x00,54,0,0,-1,100,0,0,0,241,-228,16567
tap_trace,14772,0x00,0,0,0x00,20,0,0,-1,100,0,0,0,257,-495,16590
tap_trace,14829,0x00,0,0,0x00,48,0,0,-1,100,0,0,0,253,-266,16604
tap_trace,14884,0x00,0,0,0x00,4,0,0,-1,100,0,0,0,254,-237,16618
tap_trace,14940,0x00,0,0,0x00,34,0,0,-1,100,0,0,0,282,-280,16604
tap_trace,14995,0x00,0,0,0x00,102,0,0,-1,100,0,0,0,299,-257,16578
tap_trace,15051,0x00,0,0,0x00,80,0,0,-1,100,0,0,0,231,-245,16603
tap_trace,15107,0x00,0,0,0x00,61,0,0,-1,100,0,0,0,228,-273,16574
tap_trace,15163,0x00,0,0,0x00,111,0,0,-1,100,0,0,0,274,-230,16584
tap_trace,15218,0x00,0,0,0x00,65,0,0,-1,100,0,0,0,239,-252,16595
tap_trace,15274,0x00,0,0,0x00,65,0,0,-1,100,0,0,0,276,-245,16612
tap_trace,15329,0x00,0,0,0x00,43,0,0,-1,100,0,0,0,256,-246,16609
tap_trace,15386,0x00,0,0,0x00,69,0,0,-1,100,0,0,0,261,-242,16590
tap_trace,15442,0x00,0,0,0x00,35,0,0,-1,100,0,0,0,264,-243,16564
tap_trace,15497,0x00,0,0,0x00,73,0,0,-1,100,0,0,0,273,-262,16584
tap_trace,15553,0x00,0,0,0x00,54,0,0,-1,100,0,0,0,251,-269,16615
tap_trace,15608,0x00,0,0,0x00,38,0,0,-1,100,0,0,0,242,-220,16602
tap_trace,15665,0x00,0,0,0x00,342,0,0,-1,100,0,0,0,268,-257,16601
tap_trace,15721,0x00,0,0,0x00,516,0,0,-1,100,0,0,0,271,-249,16586
tap_trace,15776,0x00,0,0,0x00,292,0,0,-1,100,0,0,0,263,-216,16582
tap_trace,15832,0x00,0,0,0x00,70,0,0,-1,100,0,0,0,251,-279,16588
tap_trace,15887,0x00,0,0,0x00,50,0,0,-1,100,0,0,0,266,-238,16626
tap_trace,15944,0x00,0,0,0x00,44,0,0,-1,100,0,0,0,245,-242,16594
tap_trace,15999,0x00,0,0,0x00,290,0,0,-1,100,0,0,0,245,-269,16594
tap_trace,16055,0x00,0,0,0x00,278,0,0,-1,100,0,0,0,260,-8,16579
tap_trace,16110,0x00,0,0,0x00,56,0,0,-1,100,0,0,0,273,-231,16632
tap_trace,16166,0x00,0,0,0x00,35,0,0,-1,100,0,0,0,262,-251,16602
tap_trace,16223,0x00,0,0,0x00,66,0,0,-1,100,0,0,0,281,-219,16606
tap_trace,16278,0x00,0,0,0x00,18,0,0,-1,100,0,0,0,260,-251,16596
tap_trace,16334,0x00,0,0,0x00,75,0,0,-1,100,0,0,0,266,-248,16578
tap_trace,16389,0x00,0,0,0x00,24,0,0,-1,100,0,0,0,272,-246,16612
tap_trace,16445,0x00,0,0,0x00,42,0,0,-1,100,0,0,0,251,-268,16588
tap_trace,16502,0x00,0,0,0x00,26,0,0,-1,100,0,0,0,256,-257,16609
tap_trace,16557,0x00,0,0,0x00,46,0,0,-1,100,0,0,0,269,-245,16595
tap_trace,16613,0x00,0,0,0x00,44,0,0,-1,100,0,0,0,244,-256,16587
tap_trace,16668,0x00,0,0,0x00,32,0,0,-1,100,0,0,0,276,-254,16602
tap_trace,16724,0x00,0,0,0x00,18,0,0,-1,100,0,0,0,258,-230,16632
tap_trace,16780,0x00,0,0,0x00,85,0,0,-1,100,0,0,0,263,-250,16595
tap_trace,16836,0x00,0,0,0x00,84,0,0,-1,100,0,0,0,263,-242,16602
tap_trace,16891,0x00,0,0,0x00,34,0,0,-1,100,0,0,0,257,-255,16600
tap_trace,16947,0x00,0,0,0x00,82,0,0,-1,100,0,0,0,215,-236,16620
tap_trace,17002,0x00,0,0,0x00,75,0,0,-1,100,0,0,0,227,-243,16572
tap_trace,17059,0x00,0,0,0x00,62,0,0,-1,100,0,0,0,278,-222,16583
tap_trace,17115,0x00,0,0,0x00,28,0,0,-1,100,0,0,0,272,-234,16592
tap_trace,17170,0x00,0,0,0x00,40,0,0,-1,100,0,0,0,262,-265,16637
tap_trace,17226,0x00,0,0,0x00,37,0,0,-1,100,0,0,0,240,-253,16617
tap_trace,17281,0x00,0,0,0x00,60,0,0,-1,100,0,0,0,250,-265,16584
tap_trace,17338,0x00,0,0,0x00,51,0,0,-1,100,0,0,0,276,-249,16596
tap_trace,17394,0x00,0,0,0x00,114,0,0,-1,100,0,0,0,256,-246,16567
tap_trace,17449,0x00,0,0,0x00,56,0,0,-1,100,0,0,0,248,-238,16592
tap_trace,17505,0x00,0,0,0x00,70,0,0,-1,100,0,0,0,260,-236,16612
tap_trace,17560,0x00,0,0,0x00,56,0,0,-1,100,0,0,0,258,-254,16621
tap_trace,17617,0x00,0,0,0x00,69,0,0,-1,100,0,0,0,280,-258,16582
tap_trace,17672,0x00,0,0,0x00,23,0,0,-1,100,0,0,0,247,-226,16586
tap_trace,17728,0x00,0,0,0x00,37,0,0,-1,100,0,0,0,276,-229,16557
tap_trace,17783,0x00,0,0,0x00,56,0,0,-1,100,0,0,0,223,-276,16642
tap_trace,17839,0x00,0,0,0x00,76,0,0,-1,100,0,0,0,249,-241,16596
tap_trace,17896,0x00,0,0,0x00,45,0,0,-1,100,0,0,0,274,-254,16606
tap_trace,17951,0x00,0,0,0x00,35,0,0,-1,100,0,0,0,242,-247,16579
tap_trace,18007,0x00,0,0,0x00,85,0,0,-1,100,0,0,0,241,-229,16573
tap_trace,18062,0x00,0,0,0x00,15,0,0,-1,100,0,0,0,247,-254,16595
tap_trace,18118,0x00,0,0,0x00,34,0,0,-1,100,0,0,0,250,-253,16595
